x_1,t_eng_1,t_fil_1,x_2,t_eng_2,t_fil_2,label,bisim,editex,editex_separate_substitutions,editex_separate_insertions,editex_separate_deletions,lcsubstring,lcsuf,levenshtein,levenshtein_consonant,levenshtein_separate_substitutions,levenshtein_separate_insertions,levenshtein_separate_deletions,prefix,visual_weighted,visual_weighted_separate_substitutions,visual_weighted_separate_insertions,visual_weighted_separate_deletions,aline_eng_kondrak_eng,aline_eng_kondrak_fil,aline_ph_mc_eng,aline_ph_mc_fil,len_diff,common_prefix_len,common_suffix_len,consonant_count_diff,syllable_diff,syllable_count_diff,vowel_count_diff,fil_vowel_skeleton_match,fil_penult_vowel_match,fil_onset_match,fil_coda_match,fil_phonetic_equal,n_marked,english_prominence_match
cefoxitin,sɛfəksɪtɪn,kefoksitin,capecitabine,keɪpsɪtæbaɪn,kapesitabine,0,0.25,0.7380952,4,3,0,0.16666667,0.0,0.4166667,0.5,4,3,0,0.083333336,0.6666666,4,3,0,0.70416665,0.6958333,0.6027778,0.5777778,3,1,0,1,2,1,2,0,0,0,1,0,0,1
tresiba,tɹɛzɪbə,tɾesiba,trusopt,tɹuːsɑːpt,tɾusopt,0,0.2857143,0.82142854,4,0,0,0.2857143,0.0,0.4285714,0.6,4,0,0,0.2857143,0.71428573,4,0,0,0.77555555,0.7866667,0.64666665,0.74666667,0,2,0,1,1,1,1,0,0,1,0,0,1,0
ketalar,kɛɾælɚ,ketalaɾ,ketorolac,kɛɾoːɹɑːlæk,ketoɾolak,1,0.44444445,0.78125,2,2,0,0.33333334,0.0,0.5555556,0.6,2,2,0,0.33333334,0.75,2,2,0,0.56363636,0.6618182,0.5272727,0.48909092,2,3,0,1,1,1,1,0,0,1,0,0,0,1
wellbutrin sr,wɛlbjuːtɹɪn ɛsɑːɹ,welbutɾinsɾ,wellbutrin xl,wɛlbjuːtɹɪn ɛksɛl,welbutɾinksl,1,0.84615386,0.95454544,2,0,0,0.84615386,0.0,0.84615386,0.8,2,0,0,0.84615386,0.9130435,2,0,0,0.88526314,0.85897434,0.8326316,0.85897434,0,11,0,0,0,0,0,1,1,1,0,0,0,1
docetaxel,doʊstæksəl,doketaksel,cetraxal,sɛtɹæksəl,ketɾaksal,0,0.33333334,0.7941176,1,1,2,0.33333334,0.11111111,0.5555556,0.6,1,1,2,0.0,0.7647059,1,1,2,0.78064513,0.7741935,0.7612904,0.6903226,1,0,1,0,1,1,1,0,1,0,1,0,0,1
brilinta,bɹɪlɪntə,bɾilinta,briellyn,bɹiːlɪn,bɾieljn,0,0.375,0.76666665,1,2,2,0.375,0.0,0.375,0.5,5,0,0,0.375,0.6896552,5,0,0,0.758,0.636,0.738,0.616,0,3,0,1,2,0,1,0,1,1,0,0,1,0
acebutolol hydrochloride,ɐsɛbjuːtɑːlɑːl haɪdɹəkloːɹaɪd,ʔakebutololhjdɾoʧloɾide,proparacaine hydrochloride,pɹəpæɹɐkeɪn haɪdɹəkloːɹaɪd,pɾopaɾakaʔineʔhjdɾoʧloɾide,0,0.53846157,0.8043478,10,2,0,0.53846157,0.53846157,0.53846157,0.625,10,2,0,0.0,0.7604167,10,2,0,0.7589041,0.61975306,0.690411,0.5648148,2,0,14,1,0,0,1,0,1,0,1,0,0,1
methazolamide,mɛθeɪzɑːlɐmaɪd,methasolamide,metozolv odt,mɛɾəzɑːlv ɑːt,metosolvʔodt,0,0.3846154,0.8043478,4,0,2,0.23076923,0.0,0.53846157,0.5,5,0,1,0.23076923,0.75,4,0,2,0.6844156,0.62658226,0.561039,0.55316454,1,3,0,0,2,1,2,0,0,1,0,0,0,1
saquinavir,sækwɪnævɪɹ,sakinavjɾ,saquinavir mesylate,sækwɪnævɪɹ mɛsɪleɪt,sakinavjɾmesjlate,1,0.5263158,0.7037037,0,8,0,0.5263158,0.0,0.5263158,0.45454544,0,9,0,0.5263158,0.71428573,0,8,0,0.56363636,0.53271025,0.56363636,0.53271025,9,10,0,5,3,3,3,0,0,1,0,0,0,1
medroxyprogesterone,mɛdɹəksɪpɹoʊdʒstɚɹoʊn,medɾoksjpɾogesteɾone,methylprednisolone,mɛθəlpɹɛdnɪsɑːloʊn,methjlpɾednisolone,1,0.2631579,0.75342464,9,1,2,0.15789473,0.15789473,0.36842108,0.3333333,11,0,1,0.10526316,0.6756757,11,0,1,0.56564885,0.64285713,0.5244275,0.62857145,1,2,3,0,1,1,1,0,0,1,1,0,0,1
leucovorin calcium,luːkəvoːɹɪn kælsiəm,leukovʔoɾinkalsjum,leukeran,luːkɚɹən,leukeɾan,1,0.16666667,0.5744681,3,0,9,0.16666667,0.0,0.2777778,0.3,3,0,10,0.16666667,0.53999996,3,0,9,0.37653062,0.36785713,0.33979592,0.33035713,10,3,0,5,3,4,4,0,1,1,0,0,0,1
procanbid,pɹɑːkɐnbɪd,pɾokanbid,praxbind,pɹæksbaɪnd,pɾaksbind,0,0.33333334,0.7647059,1,1,2,0.22222222,0.11111111,0.5555556,0.5,1,1,2,0.22222222,0.7647059,1,1,2,0.671875,0.6898305,0.5265625,0.60169494,1,2,1,0,1,1,1,0,1,1,1,0,0,0
lorazepam,loːɹeɪzpæm,loɾasepam,lovaza,lʌvɑːzə,lovasa,1,0.33333334,0.73333335,1,0,3,0.22222222,0.0,0.5555556,0.39999998,1,0,3,0.22222222,0.73333335,1,0,3,0.5763636,0.6036364,0.37454545,0.53090906,3,2,0,2,1,1,1,0,0,1,0,0,1,0
pazopanib,pæzəpænɪb,pasopanib,ponatinib,pɑːnɐtɪnɪb,ponatinib,1,0.33333334,0.8055556,5,0,0,0.33333334,0.33333334,0.44444442,0.6,5,0,0,0.11111111,0.7222222,5,0,0,0.8690909,0.8309091,0.7418182,0.58,0,1,3,0,0,0,0,0,0,1,1,0,0,1
precare,pɹɪkɛɹ,pɾekaɾe,predair,pɹɪdɛɹ,pɾedajɾ,0,0.42857143,0.8148148,1,1,1,0.42857143,0.0,0.57142854,0.75,3,0,0,0.42857143,0.78571427,3,0,0,0.92105263,0.78444445,0.91052634,0.77555555,0,3,0,0,1,1,0,0,1,1,1,0,0,1
ceftazidime,sɛftɐzɪdaɪm,keftasidime,tazidime,tæzɪdaɪm,tasidime,0,0.6363636,0.84210527,0,0,3,0.72727275,0.72727275,0.72727275,0.6666666,0,0,3,0.0,0.8378378,0,0,3,0.71343285,0.7164179,0.6402985,0.71791047,3,0,8,2,1,1,1,0,1,0,1,0,0,1
triavil 2 25,tɹaɪævəl tuː twɛnti faɪv,tɾiʔavjl225,triavil 4 10,tɹaɪævəl foːɹ tɛn,tɾiʔavjl410,0,0.6666667,1.0,0,0,0,0.6666667,0.0,0.75,0.6666666,3,0,0,0.6666667,1.0,0,0,0,0.59590167,1.0,0.5909836,1.0,0,8,0,0,0,0,0,1,1,1,1,1,0,1
aldara,ɔːldɑːɹɹə,ʔaldaɾaʔ,alora,ɐloːɹə,ʔaloɾa,1,0.5,0.8636364,1,0,1,0.33333334,0.33333334,0.6666666,0.6666666,1,0,1,0.33333334,0.8181818,1,0,1,0.6511628,0.664,0.4604651,0.568,1,2,2,1,0,0,0,0,0,0,1,0,2,1
methylene blue,mɛθɪliːn bluː,methjleneblue,visionblue,vɪʒənbluː,visjonblue,1,0.21428572,0.71428573,5,0,3,0.2857143,0.2857143,0.35714287,0.3333333,5,0,4,0.0,0.673913,5,0,3,0.6951613,0.6,0.66290325,0.58271605,4,0,4,3,1,1,0,0,1,0,1,0,0,1
varivax,vɑːɹɹɪvæks,vaɾivejks,vzig,viːzɪg,vzig,1,0.14285715,0.5454545,2,0,3,0.14285715,0.0,0.28571427,0.25,2,0,3,0.14285715,0.5454545,2,0,3,0.4508772,0.3105263,0.43333334,0.3105263,3,1,0,1,2,2,2,0,1,1,0,0,0,1
mitomycin,maɪɾəmaɪsɪn,mitomjsjn,seromycin,sɛɹəmaɪsɪn,seɾomjsjn,0,0.5555556,0.8611111,3,0,0,0.6666667,0.6666667,0.6666666,0.6666666,3,0,0,0.0,0.8333333,3,0,0,0.83692306,0.80508476,0.80615383,0.7813559,0,0,6,0,0,0,0,0,1,0,1,0,0,1
doxil,dɑːksɪl,doksil,noxafil,nɑːksɐfɪl,noksafil,0,0.2857143,0.75,1,2,0,0.2857143,0.2857143,0.57142854,0.5,1,2,0,0.0,0.72727275,1,2,0,0.6,0.6,0.6,0.6,2,0,2,1,1,1,1,0,0,0,1,0,0,0
triavil 4 10,tɹaɪævəl foːɹ tɛn,tɾiʔavjl410,triavil 4 25,tɹaɪævəl foːɹ twɛnti faɪv,tɾiʔavjl425,0,0.8333333,1.0,0,0,0,0.8333333,0.0,0.8333333,0.7777778,2,0,0,0.8333333,1.0,0,0,0,0.6511628,1.0,0.6511628,1.0,0,10,0,0,0,0,0,1,1,1,1,1,0,1
lithium,lɪθiəm,lithiʔum,ultram,ʌltɹæm,ʔultɾam,1,0.0,0.6666666,4,0,1,0.14285715,0.14285715,0.28571427,0.75,4,0,1,0.0,0.64,4,0,1,0.5789474,0.36,0.48421052,0.276,1,0,1,0,0,1,1,0,0,0,1,0,0,0
apresoline,æpɹeɪɑːliːn,ʔapɾesoline,priscoline,pɹɪskəliːn,pɾiskoline,1,0.5,0.8974359,1,1,1,0.5,0.5,0.7,0.8333333,1,1,1,0.0,0.84210527,1,1,1,0.7140351,0.79850745,0.6789474,0.7835821,0,0,5,1,1,1,1,0,1,0,1,0,0,1
fomepizole,foʊmpɪzoʊl,fomepisole,omeprazole,oʊmpɹɐzoʊl,ʔomepɾasole,1,0.6,0.875,1,1,1,0.4,0.4,0.7,0.6,1,1,1,0.0,0.85,1,1,1,0.84833336,0.76119405,0.765,0.6985075,0,0,4,0,0,0,0,0,1,0,1,0,0,1
alfuzosin hydrochloride,ɐlfjuːzəsɪn haɪdɹəkloːɹaɪd,ʔalfusosinhjdɾoʧloɾide,lorcaserin hydrochloride,loːɹkɐsɚɹɪn haɪdɹəkloːɹaɪd,loɾkaseɾinhjdɾoʧloɾide,0,0.625,0.875,7,1,0,0.6666667,0.6666667,0.7083334,0.8125,4,2,1,0.0,0.8409091,4,2,1,0.83687943,0.8608696,0.7787234,0.8028985,1,0,16,1,0,0,0,0,1,0,1,0,0,1
tegretol,tɛgɹɪtɑːl,tegɾetol,tequin,tɛkwɪn,tekin,1,0.25,0.6296296,4,0,2,0.25,0.0,0.25,0.19999999,4,0,2,0.25,0.60714287,4,0,2,0.616,0.46,0.616,0.44,2,2,0,2,1,1,0,0,1,1,0,0,0,0
cefuroxime,sɛfjʊɹɹɑːksaɪm,kefuɾoksime,furoxone,fjʊɹɹəksoʊn,fuɾoksone,0,0.4,0.8333333,2,0,2,0.5,0.1,0.6,0.6,2,0,2,0.0,0.8055556,2,0,2,0.8160494,0.7910448,0.73703706,0.78208953,2,0,1,1,1,1,1,0,1,0,0,0,0,1
zelapar,zɛlɐpɑːɹ,zelapaɾ,zepatier,zɛpəɾiɚ,zepatjeɾ,0,0.375,0.79310346,3,1,0,0.25,0.125,0.5,0.5,3,1,0,0.25,0.73333335,3,1,0,0.61162794,0.632,0.5651163,0.536,1,2,1,0,0,1,1,0,1,1,1,0,0,1
volumen,vɑːljuːmɛn,volumen,vumon,vjuːmən,vumon,0,0.2857143,0.7916667,1,0,2,0.2857143,0.14285715,0.57142854,0.75,1,0,2,0.14285715,0.75,1,0,2,0.692,0.60930234,0.632,0.60930234,2,1,1,1,1,1,1,0,1,1,1,0,1,0
glycotrol,glaɪkətɹɑːl,glikeotɾol,glycoprep,glaɪkəpɹɛp,glikeopɾep,0,0.5555556,0.8611111,3,0,0,0.5555556,0.0,0.6666666,0.71428573,3,0,0,0.5555556,0.8333333,3,0,0,0.86129034,0.8548387,0.7935484,0.86129034,0,5,0,0,0,0,0,0,1,1,0,0,0,1
leukeran,luːkɚɹən,leukeɾan,levulan,lɛvjʊlæn,levulan,0,0.375,0.8275862,3,0,1,0.25,0.25,0.5,0.5,3,0,1,0.25,0.73333335,3,0,1,0.602,0.7416667,0.522,0.7,1,2,2,0,0,0,1,0,0,1,1,0,0,1
prandin,pɹændɪn,pɾandin,asendin,æsəndɪn,ʔasendin,0,0.42857143,0.82142854,3,0,0,0.5714286,0.5714286,0.57142854,0.6,3,0,0,0.0,0.78571427,3,0,0,0.76222223,0.7,0.69555557,0.596,0,0,4,1,1,1,1,0,0,0,1,0,0,0
humulin r u 100,hjuːmjʊlɪn ɑːɹ juː wʌnhʌndɹɪd,humulinɾʔu100,humulin r u 500,hjuːmjʊlɪn ɑːɹ juː faɪvhʌndɹɪd,humulinɾʔu500,1,0.8666667,1.0,0,0,0,0.8,0.13333334,0.93333334,0.9090909,1,0,0,0.8,1.0,0,0,0,0.9073333,1.0,0.886,1.0,0,12,2,0,0,0,0,1,1,1,1,1,0,1
myleran,maɪlɚɹən,mjleɾan,mylaxen,maɪlæksən,mjlaksen,0,0.42857143,0.85714287,3,0,0,0.42857143,0.14285715,0.57142854,0.8,3,0,0,0.42857143,0.78571427,3,0,0,0.7327273,0.7692308,0.7327273,0.5692308,0,3,1,0,0,0,0,0,0,1,1,0,0,1
mitoxantrone,maɪɾəksæntɹoʊn,mitoksantɾone,mtx patch,ɛmtiːɛks pætʃ,mtkspaʧ,1,0.083333336,0.625,4,0,4,0.083333336,0.0,0.25,0.5,6,0,3,0.083333336,0.625,4,0,4,0.4732558,0.3888889,0.37558138,0.38395062,3,1,0,0,4,3,4,0,0,1,0,0,0,1
oxaprozin,ɑːksɐpɹɑːzɪn,ʔoksapɾozin,oxcarbazepine,ɑːkskɑːɹbeɪzpaɪn,ʔokskaɾbasepine,1,0.23076923,0.7045455,3,4,0,0.15384616,0.0,0.46153843,0.57142854,3,4,0,0.15384616,0.6818182,3,4,0,0.59069765,0.5913978,0.4604651,0.5913978,4,2,0,2,2,1,2,0,0,1,1,0,0,1
razadyne,ɹæzɐdaɪn,ɾasadjne,rozerem,ɹoʊzɹəm,ɾozeɾem,1,0.125,0.73333335,5,0,1,0.125,0.0,0.25,0.39999998,5,0,1,0.125,0.6333333,5,0,1,0.68541664,0.596,0.5854167,0.396,1,1,0,1,0,0,0,0,0,1,0,0,1,0
valtrex,væltɹɛks,valtɾeks,halotex,heɪloʊtɛks,haloteks,0,0.2857143,0.7777778,3,0,0,0.2857143,0.2857143,0.57142854,0.6,3,0,0,0.0,0.78571427,3,0,0,0.565,0.65384614,0.565,0.65384614,0,0,2,1,1,1,1,0,0,0,1,0,0,0
abacavir dolutegravir lamivudine,æbɐkævɪɹ dɑːluːtɛgɹɐvɪɹ læmɪvjuːdiːn,ʔabakavjɾdolutegɾavjɾlamivudine,dolutegravir and lamivudine,dɑːluːtɛgɹɐvɪɹ ænd læmɪvjuːdiːn,dolutegɾavjɾʔandlamivudine,0,0.6875,0.79816514,0,3,8,0.40625,0.34375,0.59375,0.5555556,0,4,9,0.0,0.8,0,3,8,0.70652175,0.6632124,0.70652175,0.6632124,5,0,11,2,3,3,3,0,1,0,1,0,0,1
terbinafine,tɜːbɪnæfaɪn,teɾbinafine,terbutaline,tɜːbjuːɾəlaɪn,teɾbutaline,1,0.54545456,0.8863636,3,0,0,0.36363637,0.27272728,0.72727275,0.6666666,3,0,0,0.36363637,0.8604651,3,0,0,0.64626867,0.819403,0.58059704,0.819403,0,4,3,0,0,0,0,0,1,1,1,0,0,1
mefoxin in dextrose 5 in plastic container,mɛfəksɪn ɪn dɛkstɹoʊz faɪv ɪn plæstɪk kənteɪnɚ,mefoksinʔindekstɾose5ʔinplastikkontaʔineɾ,mefoxin in sodium chloride 09 in plastic container,mɛfəksɪn ɪn soʊdiəm kloːɹaɪd ziəɹoʊ naɪn ɪn plæstɪk kənteɪnɚ,mefoksinʔinsodjumʧloɾide09ʔinplastikkontaʔineɾ,0,0.66,0.8689655,5,6,0,0.42,0.42,0.72,0.72727275,6,8,0,0.22,0.8552632,5,6,0,0.6938511,0.82572466,0.6511327,0.8163043,8,11,21,3,2,4,3,0,1,1,1,0,0,1
freamine hbc 69,fɹiːmaɪn eɪtʃbiːsiː sɪksti naɪn,fɾeaminehbk69,freamine iii 85,fɹiːmaɪn ɹoʊmən θɹiː eɪɾi faɪv,fɾeamineʔiʔiiʔ85,0,0.6,0.8684211,3,0,0,0.6,0.0,0.6666666,0.5454545,5,0,0,0.6,0.85714287,3,0,0,0.6026144,0.6369048,0.5405229,0.6369048,0,9,0,3,1,1,3,0,0,1,0,0,0,1
jantoven,dʒæntoʊvən,ʤantoven,jeanatope,dʒiːnɐtoʊp,ʤeʔanatope,0,0.33333334,0.78787875,1,2,1,0.22222222,0.0,0.5555556,0.6,1,2,1,0.11111111,0.7647059,1,2,1,0.7274194,0.5683333,0.7112903,0.5683333,1,1,0,1,1,0,2,0,0,1,0,0,0,1
cometriq,kəmɛtɹɪk,kometɾik,myrbetriq,mɪəbɛtɹɪk,mjɾbetɾik,0,0.44444445,0.7941176,3,1,0,0.5555556,0.5555556,0.5555556,0.4285714,3,1,0,0.0,0.7647059,3,1,0,0.74363637,0.5762712,0.7090909,0.5762712,1,0,5,2,1,0,1,0,1,0,1,0,0,0
ado trastuzumab emtansine,ɐduː tɹæstuːzjuːmæb ɛmtænsaɪn,ʔadotɾastusumabʔemtansine,trastuzumab,tɹæstuːzjuːmæb,tɾastusumab,1,0.4,0.64705884,0,0,12,0.44,0.0,0.44,0.46666664,0,0,14,0.0,0.64705884,0,0,12,0.5135135,0.44516128,0.5135135,0.44516128,14,0,0,6,6,5,6,0,0,0,0,0,0,0
seroquel,sɛɹɑːkwəl,seɾokel,sarisol,sɑːɹɹɪsɑːl,saɾisol,0,0.125,0.79310346,4,0,1,0.125,0.125,0.375,0.75,4,0,1,0.125,0.6666666,4,0,1,0.772,0.88139534,0.532,0.7372093,1,1,1,0,0,0,1,0,1,1,1,0,0,1
penetrex,pɛnɪtɹɛks,penetɾeks,phenytex,fɛnaɪtɛks,phenjteks,0,0.375,0.8387097,1,1,1,0.25,0.25,0.625,0.5,1,1,1,0.125,0.8125,1,1,1,0.84210527,0.6322034,0.7736842,0.62711865,0,1,2,1,1,0,1,1,1,0,1,0,0,1
tiamate,tiːəmeɪt,tiʔamate,topiramate,tɑːpɚɹæmeɪt,topiɾamate,0,0.5,0.8181818,0,3,0,0.5,0.5,0.7,0.6,0,3,0,0.1,0.8235294,0,3,0,0.59,0.605,0.53,0.6116667,3,1,5,2,2,2,1,0,0,1,1,0,0,1
flavoxate,fleɪvəkseɪt,flavoksate,fluvoxamine,fluːvɑːksɐmiːn,fluvoksamine,1,0.45454547,0.825,2,2,0,0.36363637,0.09090909,0.6363636,0.6666666,2,2,0,0.18181819,0.8,2,2,0,0.79710144,0.7432432,0.65217394,0.68378377,2,2,1,1,1,1,1,0,0,1,0,0,0,1
captopril,kæptɑːpɹəl,kaptopɾil,xcopri,ɛkskɑːpɹi,kskopɾiʔ,0,0.33333334,0.6666666,2,0,3,0.44444445,0.0,0.44444442,0.3333333,2,0,3,0.0,0.6896552,2,0,3,0.66842103,0.67192984,0.6263158,0.6649123,3,0,0,2,1,1,1,0,0,0,0,0,0,0
neupogen,nuːpədʒən,neupogen,nebupent,nɛbjuːpənt,nebupent,0,0.5,0.7741935,3,1,1,0.25,0.0,0.5,0.39999998,0,2,2,0.25,0.75,0,2,2,0.6035088,0.78,0.55789477,0.74,0,2,0,1,0,0,1,0,1,1,0,0,0,1
comvax,kəmvæks,komvejks,recombivax hb,ɹiːkəmbɪvæks eɪtʃbiː,ɾekombivejkshb,1,0.30769232,0.6666666,0,6,0,0.23076923,0.0,0.46153843,0.44444442,0,7,0,0.0,0.6666666,0,6,0,0.3904762,0.53333336,0.3904762,0.53333336,7,0,0,4,2,2,2,0,0,0,0,0,0,1
axitinib,æksɪtɪnɪb,ʔaksitinib,tofacitinib,tɑːfɐsɪtɪnɪb,tofasjtinib,0,0.45454547,0.78947365,1,3,0,0.54545456,0.54545456,0.6363636,0.5,1,3,0,0.0,0.78947365,1,3,0,0.7208955,0.6,0.6522388,0.5768116,3,0,6,2,1,1,1,0,1,0,1,0,0,1
sumatriptan naproxen sodium,suːmɐtɹɪptən næpɹɑːksən soʊdiəm,sumatɾiptannapɾoksensodjum,sumatriptan succinate,suːmɐtɹɪptən səksɪneɪt,sumatɾiptansukjnate,0,0.4814815,0.77011496,8,0,5,0.44444445,0.0,0.4814815,0.5294118,8,0,6,0.44444445,0.71910113,8,0,5,0.6886228,0.6219512,0.65868264,0.59695125,6,12,0,3,1,3,2,0,1,1,0,0,0,1
nalbuphine,nælbəfiːn,nalbuphine,naloxone,næləksoʊn,naloksone,1,0.4,0.8,3,0,2,0.3,0.2,0.5,0.5,3,0,2,0.3,0.7222222,3,0,2,0.70181817,0.6935484,0.66545457,0.66129035,2,3,2,2,0,0,0,0,1,1,1,0,0,1
materna,mətɜːnə,mateɾna,matulane,mætʃəleɪn,matulaneʔ,1,0.375,0.8333333,3,1,0,0.375,0.0,0.5,0.75,3,1,0,0.375,0.73333335,3,1,0,0.51272726,0.68545455,0.44363636,0.5763636,1,3,0,0,1,0,1,0,0,1,0,0,0,0
oracea,oːɹeɪsiə,ʔoɾakea,orencia,ɔːɹɛnʃə,ʔoɾjsia,1,0.2857143,0.8333333,2,1,0,0.2857143,0.14285715,0.57142854,0.6666666,2,1,0,0.2857143,0.7692308,2,1,0,0.76666665,0.7162791,0.7051282,0.69302326,1,2,1,1,0,0,0,0,0,1,0,0,1,0
duragesic 100,dʊɹɹeɪdʒzɪk wʌnhʌndɹɪd,duɾejʤk100,duragesic 12,dʊɹɹeɪdʒzɪk twɛlv,duɾejʤk12,0,0.84615386,1.0,0,0,0,0.84615386,0.0,0.84615386,0.7777778,1,0,1,0.84615386,1.0,0,0,0,0.606015,1.0,0.6030075,1.0,1,11,0,0,0,0,0,1,1,1,1,1,2,1
tequin,tɛkwɪn,tekin,ticlid,tɪklɪd,tiklid,1,0.16666667,0.73913044,4,0,0,0.16666667,0.0,0.3333333,0.25,4,0,0,0.16666667,0.6521739,4,0,0,0.80789477,0.65789473,0.80789477,0.6315789,0,1,0,1,0,0,1,1,1,1,0,0,0,1
cefazolin,sɛfɐzɑːlɪn,kʔefasolin,cefoxitin,sɛfəksɪtɪn,kefoksitin,1,0.44444445,0.8611111,4,0,0,0.33333334,0.22222222,0.5555556,0.6,4,0,0,0.33333334,0.7714286,4,0,0,0.72096777,0.6919355,0.6016129,0.59193546,0,3,2,0,0,0,0,0,0,1,1,0,0,1
acetazolamide,æsɪtæzəlæmaɪd,ʔaketasolamide,acetohexamide,æsɪtoʊhɪksæmaɪd,ʔakʔeoʤksamide,1,0.61538464,0.88,4,0,0,0.3846154,0.3846154,0.6923077,0.6666666,4,0,0,0.30769232,0.84615386,4,0,0,0.70561796,0.66744184,0.6719101,0.6581395,0,4,5,0,0,0,0,0,1,1,1,0,0,1
selegiline,sɛlɪdʒɪliːn,selegiline,plegine,plɛdʒɪn,plegine,0,0.5,0.7647059,1,0,3,0.4,0.3,0.6,0.6,1,0,3,0.0,0.8125,1,0,3,0.58387095,0.57166666,0.58387095,0.57166666,3,0,3,1,2,2,2,0,1,0,1,0,0,0
amaryl,æmɑːɹɹɪl,ʔamaɾjl,avandaryl,ævɐndɑːɹɹɪl,ʔavandaɾjl,0,0.44444445,0.76666665,1,3,0,0.44444445,0.44444445,0.5555556,0.5,1,3,0,0.11111111,0.76666665,1,3,0,0.63870966,0.590625,0.58387095,0.596875,3,1,4,2,1,1,1,0,1,1,1,0,0,1
levemir,lɛvɪmɪɹ,levemiɾ,leqembi,lɛkɪmbaɪ,lekembiʔ,0,0.42857143,0.78571427,3,0,0,0.2857143,0.0,0.57142854,0.5,3,0,0,0.2857143,0.78571427,3,0,0,0.6375,0.574,0.55625,0.574,0,2,0,0,0,0,0,0,1,1,0,0,0,1
keflex,kɛflɛks,keflks,keflin,kɛflɪn,keflin,0,0.6666667,0.875,2,0,0,0.6666667,0.0,0.6666666,0.75,2,0,0,0.6666667,0.82608694,2,0,0,0.68666667,0.65,0.68666667,0.65,0,4,0,0,0,0,0,1,1,1,0,0,0,1
casodex,kæsoʊdɛks,kks,kapidex,kæpaɪdɛks,kapidjks,1,0.2857143,0.85714287,3,0,0,0.42857143,0.42857143,0.57142854,0.5,3,0,0,0.0,0.78571427,3,0,0,0.9236364,0.30769232,0.8363636,0.30769232,0,0,3,0,0,1,0,0,0,1,1,0,0,1
cycloserine,saɪkloʊzɹiːn,sikeloseɾine,cyclosporine,saɪkləspoːɹiːn,sikelospoɾine,1,0.75,0.9347826,1,1,0,0.5,0.33333334,0.8333333,0.875,1,1,0,0.5,0.9130435,1,1,0,0.78513515,0.8924051,0.70405406,0.8924051,1,6,4,1,0,0,0,0,0,1,1,0,0,1
orfadin,ɔːɹfɐdɪn,ʔoɾfadin,surfaxin,sɜːfɐksɪn,suɾfaksin,0,0.375,0.8333333,2,1,0,0.375,0.25,0.625,0.6,2,1,0,0.0,0.8,2,1,0,0.598,0.69298244,0.582,0.66140354,1,0,2,1,0,0,0,0,1,0,1,0,0,1
zavesca,zeɪvskə,zavka,alvesco,ælvɛskoʊ,ʔalvko,0,0.42857143,0.8076923,3,0,0,0.5714286,0.0,0.57142854,0.75,3,0,0,0.0,0.78571427,3,0,0,0.68958336,0.55789477,0.59791666,0.4473684,0,0,0,0,0,0,0,0,1,0,0,0,0,1
tobradex,tɑːbɹeɪdɛks,tobɾadeks,tobrex,tɑːbɹɛks,tobɾeks,1,0.625,0.85714287,0,0,2,0.5,0.25,0.75,0.8,0,0,2,0.5,0.85714287,0,0,2,0.6919355,0.71929824,0.6919355,0.71929824,2,4,2,1,1,1,1,0,0,1,1,0,0,0
benicar,bɪnɪkɑːɹ,benikaɾ,mevacor,mɛvækɚ,mevakoɾ,1,0.0,0.78571427,4,0,0,0.14285715,0.14285715,0.4285714,0.5,4,0,0,0.0,0.71428573,4,0,0,0.54186046,0.74186045,0.48604652,0.54186046,0,0,1,0,0,0,0,0,0,0,1,0,1,0
hydroxyurea,haɪdɹɑːksɪjuːɹiə,hjdɾoksjuɾea,ure na,jʊɹ nɑː,ʔuɾena,1,0.18181819,0.51724136,3,0,6,0.27272728,0.09090909,0.18181819,0.14285713,4,0,5,0.0,0.5,0,1,7,0.27857143,0.2631579,0.21428572,0.2631579,5,0,1,5,0,2,1,0,0,0,1,0,1,0
triavil 2 10,tɹaɪævəl tuː tɛn,tɾiʔavjl210,triavil 2 25,tɹaɪævəl tuː twɛnti faɪv,tɾiʔavjl225,0,0.8333333,1.0,0,0,0,0.8333333,0.0,0.8333333,0.7777778,2,0,0,0.8333333,1.0,0,0,0,0.63114756,1.0,0.63114756,1.0,0,10,0,0,0,0,0,1,1,1,1,1,0,1
acetic acid for irrigation,ɐsiːɾɪk æsɪd fɔːɹ ɪɹɪgeɪʃən,ʔaketikʔasidfoɾʔiɾɾigatjon,glacial acetic acid,gleɪʃəl ɐsiːɾɪk æsɪd,glasialʔaketikʔasid,1,0.3846154,0.6103896,11,0,6,0.42307693,0.0,0.23076922,0.19999999,13,0,7,0.0,0.5875,11,0,6,0.5621212,0.4654321,0.4628788,0.45679012,7,0,0,3,3,2,3,0,1,0,0,0,1,1
infliximab,ɪnflɪksɪmæb,ʔinfliksimab,rituximab,ɹɪɾəksɪmæb,ɾituksimab,1,0.4,0.7631579,4,0,1,0.5,0.5,0.5,0.5,4,0,1,0.0,0.7837838,4,0,1,0.70434785,0.63026315,0.66086954,0.6355263,1,0,5,1,0,0,0,0,1,0,1,0,0,1
