drug_name
sulfapyridine
liquaemin sodium
liquaemin lock flush
heparin sodium
liquaemin sodium preservative free
histamine phosphate
butisol sodium
doca
verard
guanidine hydrochloride
menadione
inulin and sodium chloride
aminophyllin
bensulfoid
oreton methyl
metandren
pitressin tannate
drisdol
synkayvite
theelin
diethylstilbestrol
sulfadiazine
sulfadiazine sodium
stilbestrol
stilbetin
alcohol 5 and dextrose 5
premarin
demerol
percorten
hycodan
panheprin
heparin lock flush
heparin sodium preservative free
estinyl
pantopaque
desoxyn
lynoral
dicumarol
aminohippurate sodium
mannitol 25
tubocurarine chloride
vertavis
kappadione
sultrin
furacin
benadryl
tridione
folvite
pbz
dhe 45
aminosol 5
bal
sodium sulamyd
sotradecol
aralen
aralen hydrochloride
mesantoin
folvron
methergine
diasone sodium
berocca pn
dienestrol
dolophine hydrochloride
folic acid
hyprotigen 5
propylthiouracil
heavy solution nupercaine
gamophen
kwell
sulfonamides duplex
neotrizine
isuprel
synophylate
methadone hydrochloride
priscoline
decapryn
camoquin hydrochloride
hetrazan
protamine sulfate
calcium gluceptate
xylocaine
xylocaine w epinephrine
benylin
gantrisin
avc
urecholine
ammonium chloride 09 in normal saline
cafergot
metubine iodide
redisol
mustargen
vasoxyl
artane
berubigen
rubramin pc
paradione
parasal
parasal sodium
aquasol a
phisohex
terfonyl
norisodrine
triple sulfas
chlor trimeton
eurax
syncurine
vi twel
azulfidine
azulfidine en tabs
cyanocobalamin
cortone
aerolone
teebacin
pronestyl
veriloid
percodan demi
percodan
banthine
seconal sodium
bentyl
acthar
levophed
tapazole
quinidine gluconate
surital
phenurone
neothylline
flaxedil
potassium chloride
antabuse
benemid
phenergan
selsun
sus phrine sulfite free
prefrin a
tensilon
tensilon preservative free
ambodryl
telepaque
evans blue
methotrexate sodium
tace
leucovorin calcium
prantal
cortisone acetate
benoquin
hydrocortone
wyamine sulfate
regitine
apresoline
phenergan w codeine
phenergan vc w codeine
primaquine
acth
butazolidin
gemonil
bentyl preservative free
acthar gel autoinjector
acthar gel
tpn
promethazine hydrochloride plain
nydrazid
rimifon
isoniazid
anectine
cyclaine
antrenyl
thiosulfil
daraprim
ravocaine and novocain w levophed
ravocaine and novocain w neo cobefrin
phenergan vc
furadantin
cortef
dibenzyline
levo dromoran
pro banthine
dilantin 125
dilantin 30
hedulin
mvi 12 adult
unitensen
raudixin
quelicin preservative free
quelicin
sucostrin
pamine
pamine forte
milontin
rauwiloid
dicurin procaine
ophthaine
clistin
cortef acetate
calcium disodium versenate
diamox
pagitane
purified cortrophin gel
arfonad
salpix
8 mop
oxsoralen
rezipas
purinethol
parsidol
hydergine
antepar
rauval
serpasil
cortril
thorazine
delatestryl
hydroxystilbamidine isethionate
mysoline
gantrisin pediatric
lipo gantrisin
lipiodol
cogentin
rautensin
coumadin
progesterone
wolfina
choledyl
rauwolfia serpentina
hiwolfia
koglucoid
cedilanid d
serpasil apresoline
dionosil aqueous
dionosil oily
ambenyl
cholografin sodium
cholografin meglumine
lanoxin
lanoxin pediatric
histalog
rau sed
ansolysen
sandril
myleran
serpanray
paskalium
delestrogen
lotusate
nesacaine
nesacaine mpf
acylanid
multifuge
serpate
xylocaine viscous
benadryl preservative free
pathilon
marezine
aramine
doriden
hypaque
hypaque sodium 20
cort dome
reserpine
hiserpia
hydrocortisone acetate
serpivite
hydrocortisone
noludar
miltown
valmid
meticorten
plaquenil
mylaxen
kemadrin
mestinon
cortrophin zinc
solu cortef
dyclone
rauserpin
deltasone
delta cortef
sterane
stilphostrol
placidyl
equanil
renografin 76
renografin 60
reno dip
reno 60
diatrizoate meglumine
cystografin
renovist ii
renovist
reno 30
cystografin dilute
florinef
biphetamine 20
biphetamine 125
biphetamine 75
mephyton
serpalan
dilantin
mytelase
ritalin
meti derm
metimyd
hypaque m90
hypaque m75
inversine
meticortelone
delalutin
sparine
quarzan
medihaler epi
medihaler iso
isoproterenol hydrochloride
cytomel
atarax
xylocaine 4 preservative free
lorfan
preludin
xylocaine 5 w glucose 75
leritine
pbz sr
magnacort
hydeltra tba
compazine
hyserpin
celontin
bendectin
tral
halotestin
disipal
floropryl
leukeran
orinase
cantil
moderil
antivert
darbid
estradurin
trilafon
iron dextran
rubivite
harmonyl
dimetane
corticotropin
peganone
norlutin
miradon
bucladin s
phosphotope
iodotope
paracort
pmb 400
pmb 200
enovid
enovid e
enovid e 21
darvon w asa
darvon compound
darvon compound 65
darvon
robaxin
robaxin 750
hydeltrasol
milprem 400
milprem 200
cardrase
wampocap
actidil
vistaril
vesprin
diuril
medrol
aristocort
depinar
tessalon
liquamar
gastrografin
promethazine hydrochloride and dextromethorphan hydrobromide
furoxone
kenacort
meprospan
kayexalate
paraflex
temaril
sinografin
fluothane
cerumenex
ora testryl
daranide
keveyis
dimetane ten
trancopal
synalgos dc
adderall 10
adderall 20
adderall 5
adderall 30
adderall 75
adderall 125
adderall 15
ic green
parafon forte dsc
stelazine
anturane
brevital sodium
triamcinolone acetonide
kenalog
daricon
ionamin
cardiografin
diupres 250
diupres 500
diabinese
cardioquin
betaprone
decadron
tepanil
pentothal
thiotepa
pheny pas tebamin
equagesic
opana
methotrexate lpf
methotrexate sodium preservative free
methotrexate preservative free
neptazane
tenuate
mepergan
numorphan
konakion
oxylone
prolixin
depo medrol
athrombin
athrombin k
sodium phosphate p 32
soma
esidrix
mellaril
disomer
hydrodiuril
presamine
tofranil
provera
solu medrol
humorsol
serpasil esidrix 1
serpasil esidrix 2
durabolin
nardil
virac rex
hispril
saluron
tacaryl
hydropres 25
hydropres 50
marplan
phospholine iodide
povan
oretic
akineton
apresoline esidrix
permitil
kenalog 10
isordil
orinase diagnostic
kenalog in orabase
medihaler ergotamine
mydriacyl
glucagon
carbocaine w neo cobefrin
carbocaine
ulo
fovane
urese
cytoxan
cytoxan lyophilized
lyophilized cytoxan
oreticyl 25
oreticyl forte
oreticyl 50
aldactone
ureaphil
rela
norflex
naturetin 25
naturetin 5
naturetin 10
vosol
norlutate
ser ap es
